ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
1158,ขายปลีกM35K17,VP07011,ร้านส้มตำ,xxxxxxxxxxxxx,,,,,คุณจิ๋ม,VP07,xxxxxxxxxxxx,,"13.7946,100.0704",,xxxxx,Active,OLD
1159,ขายปลีกM35K17,VP07012,ลูกชิ้น,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.9131,100.186",,xxxxx,Inactive,OLD
1160,ขายปลีกM35K17,VP07013,ข้าวแกงตาวิว,xxxxxxxxxxxxx,"S62-145,245",,,,,VP07,xxxxxxxxxxxx,,"13.813,100.1154",,xxxxx,Active,OLD
1161,ขายปลีกM35K17,VP07014,ร้านพี่เจี๊ยบ,xxxxxxxxxxxxx,,,,,คุณนวลทวี,VP07,xxxxxxxxxxxx,,"13.8224,100.065",,xxxxx,Active,OLD
1162,ขายปลีกM35K17,VP07015,ร้านก๋วยเตี๋ยว,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8225,100.0641",,xxxxx,Active,OLD
1163,ขายปลีกM35K17,VP07016,ร้านมะนาวหวาน,xxxxxxxxxxxxx,,,,,คุณหยก,VP07,xxxxxxxxxxx,,"13.8143,100.0579",,xxxxx,Active,OLD
1164,ขายปลีกM35K17,VP07017,ข้าวแกง 123,***,,,,,,VP07,061-5535569,,"13.8097,100.0463",,**,Active,OLD
1165,ขายปลีกM35K17,VP07019,ข้าวแกงเจ้สุข,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8027,100.0221",,xxxxx,Active,OLD
1166,ขายปลีกM35K17,VP07020,ข้าวแกงเจ้บัว,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.8391491,100.0276144",,xxxxx,Active,OLD
1167,ขายปลีกM35K17,VP07040,กล้วยทอด,xxxxxxxxxxxxx,,,,,คุณลี,VP07,xxxxxxxxxxxx,,"13.8224,100.065",,xxxxx,Active,OLD
1168,ขายปลีกM35K17,VP07041,ข้าวแกงข้างพี่เชต,xxxxxxxxxxxxx,,,,,,VP07,xxxxxxxxxxxx,,"13.83942975,100.02826609",,xxxxx,Active,OLD
1169,ขายปลีกM35K17,VP07057,ตำกะยำ,,,,,,,VP07,*****,,,,**,Active,OLD
1170,ขายปลีก50,VP04011,รถนม,******,ถังเอง,,,,,VP04,063-6266974,,"13.7869691,100.2793701",,*****,Active,OLD
1171,ขายปลีก 25,VP11002,โพธาราม3,xxxxxxxxxxxxx,,,,,พี่อุ๋ย,VP11,-,,"13.628921,99.8479028",,xxxx,Active,OLD
1172,ขายปลีก 25,VP11004,กาญจนวิฐ,xxxxxxxxxxxxx,,,,,พี่เวก,VP11,-,,"13.49398774,99.79487693",,xxxx,Active,OLD
1173,ขายปลีก 25,VP11005,แกงใต้ เจ้สาลี่,xxxxxxxxxxxxx,,,,,พี่เปิ้ล,VP11,-,,"13.4940112,99.7949812",,xxxx,Active,OLD
1174,ขายปลีก 25,VP11006,กะเพราถาด แม่ทิพย์,xxxxxxxxxxxxx,,,,,พี่หมี,VP11,-,,"13.494019,99.7949749",,xxxx,Active,OLD
1175,ขายปลีก 25,VP11007,ราชบุรี6,xxxxxxxxxxxxx,,,,,พี่เปิ้ล,VP11,-,,"13.5306482,99.7930969",,xxxx,Active,OLD
1176,ขายปลีก 25,VP11008,คามุ,xxxxxxxxxxxxx,,,,,พี่เชต,VP11,-,,"13.5346895,99.8193307",,xxxx,Active,OLD
1177,ขายปลีก 25,VP11017,อเมซอน ปตท.หนองโพ,xxxxxxxxxxxxx,,,,,พี่มด,VP11,-,,"13.7507386,99.9227327",,xxxx,Active,OLD
1178,ขายปลีก 25,VP11038,มินิมาร์ท ปั๊มเซลล์,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,"13.6512935,99.8603005",,xxxx,Active,OLD
1179,ขายปลีก 25,VP12005,ปั๊ม-พรอำภา,,,,,,,VP12,,,"13.8119551,100.0545392",,,Active,OLD
1180,ขายปลีก 25,VP11044,ครัวสุพรรณ,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
1181,ขายปลีก 25,VP11045,ศูนย์ฮอนด้า,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,"13.4943447,99.7951709",,xxxx,Active,OLD
,,AZ01000,ขายสด,,,,,,,A01,,,,,,Active,NEW
,,AZ01999,ยาม,,,,,,,A01,,,,,,Active,NEW
,,AZ01001,สน. บรมราชชนนี ขาเข้า,,,,,,,A01,,,,,,Active,NEW
,,AZ01002,สน. ราชพฤกษ์ 1,,,,,,,A01,,,,,,Active,NEW
,,AZ01003,ม.สยาม,,,,,,,A01,,,,,,Active,NEW
,,AZ01004,The Mall บางแค =ชั้น 1,,,,,,,A01,,,,,,Active,NEW
,,AZ01005,ร้านเทียนกงข้าวมันไก่,,,,,,,A01,,,,,,Active,NEW
,,AZ01006,อเมซอนหน้ากรมแรงงาน,,,,,,,A01,,,,,,Active,NEW
,,AZ01007,รพ.เกษมราษฎร์ บางแค ,,,,,,,A01,,,,,,Active,NEW
,,AZ01008,หม่อมถนัดแดก ,,,,,,,A01,,,,,,Active,NEW
,,AZ01009,ลิ้มเหล่าโหงว,,,,,,,A01,,,,,,Active,NEW
,,AZ01010,ร้านขนมจีนบางกอก,,,,,,,A01,,,,,,Active,NEW
,,AZ01011,อเมซอนหนองแขม,,,,,,,A01,,,,,,Active,NEW
,,AZ01012,ร้านฮั่วเช่งฮง1,,,,,,,A01,,,,,,Active,NEW
,,AZ01013,อเมซอนสวนผ้า,,,,,,,A01,,,,,,Active,NEW
,,AZ02000,ขายสด,,,,,,,A02,,,,,,Active,NEW
,,AZ02999,ยาม,,,,,,,A02,,,,,,Active,NEW
,,AZ02001,ธรรมศาลา,,,,,,,A02,,,,,,Active,NEW
,,AZ02002,อเมซอน สาย 7,,,,,,,A02,,,,,,Active,NEW
,,AZ02003,ตลาดพลู  ธนบุรี,,,,,,,A02,,,,,,Active,NEW
,,AZ02004,ตลาดครอบครัว  ท่าพระ,,,,,,,A02,,,,,,Active,NEW
,,AZ02005,The Mall ท่าพระ,,,,,,,A02,,,,,,Active,NEW
,,AZ02006,ร้านผลไม้ ตลาดครอบครัวท่าพระ,,,,,,,A02,,,,,,Active,NEW
,,AZ02007,น้ำปั่นพี่ใช้ ท่าพระ ,,,,,,,A02,,,,,,Active,NEW
,,AZ02008,อเมซอน สาย 2 ,,,,,,,A02,,,,,,Active,NEW
,,AZ02009,หมีพ่นไฟ สาย 7,,,,,,,A02,,,,,,Active,NEW
,,AZ02010,ป้าแดงข้าวแกง,,,,,,,A02,,,,,,Active,NEW
,,AZ02011,ร้านฮั่วเช่งฮง2,,,,,,,A02,,,,,,Active,NEW
,,AZ03000,ขายสด,,,,,,,A03,,,,,,Active,NEW
,,AZ03999,ยาม,,,,,,,A03,,,,,,Active,NEW
,,AZ03001,กฟผ.,,,,,,,A03,,,,,,Active,NEW
,,AZ03002,อาคารศรีสวรินทิรา รพ.ศิริราช,,,,,,,A03,,,,,,Active,NEW
,,AZ03003,คณะพยาบาลศาสตร์ รพ.ศิริราช,,,,,,,A03,,,,,,Active,NEW
,,AZ03004,สถานีรถไฟธนบุรี,,,,,,,A03,,,,,,Active,NEW
,,AZ03005,กรมสวัสดิการทหารเรือ,,,,,,,A03,,,,,,Active,NEW
,,AZ03006,Central ปิ่นเกล้า,,,,,,,A03,,,,,,Active,NEW
,,AZ04000,รปภ.,,,,,,,A04,,,,,,Active,NEW
,,AZ04999,ยาม,,,,,,,A04,,,,,,Active,NEW
,,AZ04001,สน.ราชพฤกษ์ 3,,,,,,,A04,,,,,,Active,NEW
,,AZ04002,สน.ตลิ่งชัน,,,,,,,A04,,,,,,Active,NEW
,,AZ04003,Lotus บางกรวย-ไทรน้อย,,,,,,,A04,,,,,,Active,NEW
,,AZ04004,Central เวสต์เกต ชั้น 2,,,,,,,A04,,,,,,Active,NEW
,,AZ04005,Central เวสต์เกต ชั้น 1 ,,,,,,,A04,,,,,,Active,NEW
,,AZ04006,อเมซอนไทวัสดุ  (25),,,,,,,A04,,,,,,Active,NEW
,,AZ04007,ชานมไข่มุก โลตัสบางกรวย,,,,,,,A04,,,,,,Active,NEW
,,AZ04008,เตี๋ยวเรืออนุเสาวรีย์,,,,,,,A04,,,,,,Active,NEW
,,AZ05000,ขายสด,,,,,,,A05,,,,,,Active,NEW
,,AZ05999,ยาม,,,,,,,A05,,,,,,Active,NEW
,,AZ05001,กระทรวงพาณิชย์ นนทบุรี,,,,,,,A05,,,,,,Active,NEW
,,AZ05002,สลากกินแบ่งรัฐบาล ,,,,,,,A05,,,,,,Active,NEW
,,AZ05003,ปปช.,,,,,,,A05,,,,,,Active,NEW
,,AZ05004,ชลประทานปากเกร็ด,,,,,,,A05,,,,,,Active,NEW
,,AZ05005,Central เเจ้งวัฒนะ,,,,,,,A05,,,,,,Active,NEW
,,AZ05006,โครงการNicheID,,,,,,,A05,,,,,,Active,NEW
,,AZ05007,อเมซอน แจ้งวัฒนะ (25),,,,,,,A05,,,,,,Active,NEW
,,AZ05008,ราดหน้าบียอน (25),,,,,,,A05,,,,,,Active,NEW
,,AZ05009,เมืองทอง เอ็มโซไซตี้ (25),,,,,,,A05,,,,,,Active,NEW
,,AZ05010,เมืองทอง บรอนสตีท (25),,,,,,,A05,,,,,,Active,NEW
,,AZ06000,ขายสด,,,,,,,A06,,,,,,Active,NEW
,,AZ06999,ยาม,,,,,,,A06,,,,,,Active,NEW
,,AZ06001,สน.ร.พ.ศรีธัญญา,,,,,,,A06,,,,,,Active,NEW
,,AZ06002,กรมอนามัย,,,,,,,A06,,,,,,Active,NEW
,,AZ06003,สน.กรมวิทย์ฯการแพทย์,,,,,,,A06,,,,,,Active,NEW
,,AZ06004,The Mall งามวงศ์วาน ชั้น6,,,,,,,A06,,,,,,Active,NEW
,,AZ06005,สน.ประชาชื่น 2 ,,,,,,,A06,,,,,,Active,NEW
,,AZ06006,อเมซอนท่าน้ำบางศรีเมือง,,,,,,,A06,,,,,,Active,NEW
,,AZ06007,เตี๋ยวเรือเสาวรีย์ (25),,,,,,,A06,,,,,,Active,NEW
,,AZ06008,The Mall งามวงศ์วาน ชั้น G,,,,,,,A06,,,,,,Active,NEW
,,AZ07000,ขายสด,,,,,,,A07,,,,,,Active,NEW
,,AZ07999,ยาม,,,,,,,A07,,,,,,Active,NEW
,,AZ07001,ศูนย์การแพทย์กาญจนาภิเษก ม.มหิดล,,,,,,,A07,,,,,,Active,NEW
,,AZ07002,พุทธมณฑล สาย 4,,,,,,,A07,,,,,,Active,NEW
,,AZ07003,พุทธมณฑล สาย 5,,,,,,,A07,,,,,,Active,NEW
,,AZ07004,สน.เพชรเกษม 81,,,,,,,A07,,,,,,Active,NEW
,,AZ07005,สน. พระราม 2 ขาเข้า กม.19,,,,,,,A07,,,,,,Active,NEW
,,AZ07006,Central มหาชัย ชั้น 1,,,,,,,A07,,,,,,Active,NEW
,,AZ07007,Central มหาชัย ชั้น 2,,,,,,,A07,,,,,,Active,NEW
,,AZ07008,รพ. สมเด็จพระพุทธเลิศหล้า,,,,,,,A07,,,,,,Active,NEW
,,AZ07009,ร้านละมุนชาบาร์ ,,,,,,,A07,,,,,,Active,NEW
,,AZ07010,อเมซอนวุฒิคุณ ,,,,,,,A07,,,,,,Active,NEW
,,AZ07012,ร้านปริวัฒน์ช็อป,,,,,,,A07,,,,,,Active,NEW
,,BP01001,ปิ่นทิพย์      ,,,,,,,B01,,,,,,Active,NEW
,,BP01002,เต็กฮงจั่น    ,,,,,,,B01,,,,,,Active,NEW
,,BP01003,ดาว           ,,,,,,,B01,,,,,,Active,NEW
,,BP03001,เฮียติ          ,,,,,,,B03,,,,,,Active,NEW
,,BP03002,พ่อเฮียติ      ,,,,,,,B03,,,,,,Active,NEW
,,BP03003,เจ๊ติ๊ก,,,,,,,B03,,,,,,Active,NEW
,,BP03004,เจ๊ขวัญ,,,,,,,B03,,,,,,Active,NEW
,,BP03005,เจ๊แต๋ว,,,,,,,B03,,,,,,Active,NEW
,,BP03006,เจ๊สาว,,,,,,,B03,,,,,,Active,NEW
,,BP03007,เจ๊เพ็ญ,,,,,,,B03,,,,,,Active,NEW
,,BP03008,ร้านเพลิน,,,,,,,B03,,,,,,Active,NEW
,,BP03009,ก๋วยเตี๋ยวแม่กลอง,,,,,,,B03,,,,,,Active,NEW
,,BP03010,เจ๊กาญ,,,,,,,B03,,,,,,Active,NEW
,,BP03011,อาม่า,,,,,,,B03,,,,,,Active,NEW
,,BP03012,อเมซอล ซ.กลาง,,,,,,,B03,,,,,,Active,NEW
,,BP03013,อเมซอล ซ.4,,,,,,,B03,,,,,,Active,NEW
,,BP03014,กาแฟออมสิน,,,,,,,B03,,,,,,Active,NEW
,,BP03015,เจ๊ยุพา,,,,,,,B03,,,,,,Active,NEW
,,BP03016,เจ๊แดง,,,,,,,B03,,,,,,Active,NEW
,,BP03017,เจ๊อร,,,,,,,B03,,,,,,Active,NEW
,,BP03018,เจ๊ปุ๊ก,,,,,,,B03,,,,,,Active,NEW
,,BP03019,อาแปะ,,,,,,,B03,,,,,,Active,NEW
,,BP03020,เจ๊เพลิน,,,,,,,B03,,,,,,Active,NEW
,,BP03021,เจ๊กี,,,,,,,B03,,,,,,Active,NEW
,,BP03022,เจ๊จุ๋ม,,,,,,,B03,,,,,,Active,NEW
,,BP03023,เฮียณรงค์ ก๋วยเตี๊ยว,,,,,,,B03,,,,,,Active,NEW
,,BP03024,ป้าแก้ว,,,,,,,B03,,,,,,Active,NEW
,,BP03025,เจ๊เจี๊ยบ การาโต้,,,,,,,B03,,,,,,Active,NEW
,,BP03026,ก๋วยเตี๋ยว จ่า ช.,,,,,,,B03,,,,,,Active,NEW
,,BP03027,ร้านองุ่น,,,,,,,B03,,,,,,Active,NEW
,,BP03028,เฮียรุ่ง,,,,,,,B03,,,,,,Active,NEW
,,BP03029,เจ๊เจี๊ยบ ตึก 14,,,,,,,B03,,,,,,Active,NEW
,,BP03030,เจ๊วารี ตึก1,,,,,,,B03,,,,,,Active,NEW
,,BP03031,ร้านส่งขนม,,,,,,,B03,,,,,,Active,NEW
,,BP03032,เจ๊รี,,,,,,,B03,,,,,,Active,NEW
,,BP03033,ช.บะหมี่,,,,,,,B03,,,,,,Active,NEW
,,BP03034,เจ๊ไหม,,,,,,,B03,,,,,,Active,NEW
,,BP03035,ร้านพริ้ม,,,,,,,B03,,,,,,Active,NEW
,,BP03036,วินเนอร์ คาราโอเกะ,,,,,,,B03,,,,,,Active,NEW
,,NV01001,เฮียหยู   ,,,,,,,N01,,,,,,Active,NEW
,,NV01002,กม.5   ,,,,,,,N01,,,,,,Active,NEW
,,NV01003,ม่วงตารส   ,,,,,,,N01,,,,,,Active,NEW
,,NV01004,ธัญญบูรณ์   ,,,,,,,N01,,,,,,Active,NEW
,,NV01005,เฮียสุด   ,,,,,,,N01,,,,,,Active,NEW
,,NV01006,ก๊อต   ,,,,,,,N01,,,,,,Active,NEW
,,NV01007,เจ้วงศ์   ,,,,,,,N01,,,,,,Active,NEW
,,NV02001,พี่ต่าย   ,,,,,,,N02,,,,,,Active,NEW
,,NV02002,เจ้เพ็ญ   ,,,,,,,N02,,,,,,Active,NEW
,,NV02003,เสริมสวย   ,,,,,,,N02,,,,,,Active,NEW
,,NV02004,พี่แรง   ,,,,,,,N02,,,,,,Active,NEW
,,NV02005,พี่บูรณ์   ,,,,,,,N02,,,,,,Active,NEW
,,NV02006,พี่บุญชู   ,,,,,,,N02,,,,,,Active,NEW
,,NV02007,เจ้มัด   ,,,,,,,N02,,,,,,Active,NEW
,,NV02008,พี่วินัย   ,,,,,,,N02,,,,,,Active,NEW
,,NV02009,เจ้ติ๋ม   ,,,,,,,N02,,,,,,Active,NEW
,,NV02010,พี่น้ำค้าง   ,,,,,,,N02,,,,,,Active,NEW
,,NV02011,พี่สุดาภา   ,,,,,,,N02,,,,,,Active,NEW
,,NV02012,ป้าอัด   ,,,,,,,N02,,,,,,Active,NEW
,,NV02013,เจ้พี   ,,,,,,,N02,,,,,,Active,NEW
,,NV02014,พี่ชม้าย   ,,,,,,,N02,,,,,,Active,NEW
,,NV02015,พี่นิด   ,,,,,,,N02,,,,,,Active,NEW
,,NV02016,ร้านกาแฟ   ,,,,,,,N02,,,,,,Active,NEW
,,NV02017,Freedom   ,,,,,,,N02,,,,,,Active,NEW
,,NV02018,บะหมี่   ,,,,,,,N02,,,,,,Active,NEW
,,NV02019,ข้าวแกง   ,,,,,,,N02,,,,,,Active,NEW
,,NV02020,ตามสั่ง 1   ,,,,,,,N02,,,,,,Active,NEW
,,NV02021,ตาระ   ,,,,,,,N02,,,,,,Active,NEW
,,NV02022,ไก่มะระ   ,,,,,,,N02,,,,,,Active,NEW
,,NV02023,พี่จูน   ,,,,,,,N02,,,,,,Active,NEW
,,NV02024,เจ้แก่น   ,,,,,,,N02,,,,,,Active,NEW
,,NV02025,เฌอแตม   ,,,,,,,N02,,,,,,Active,NEW
,,NV02026,ตามสั่ง 2   ,,,,,,,N02,,,,,,Active,NEW
,,NV02027,โรงเรียน   ,,,,,,,N02,,,,,,Active,NEW
,,NV02028,ป้าโก๊ะ   ,,,,,,,N02,,,,,,Active,NEW
,,NV02029,เฮียทุด   ,,,,,,,N02,,,,,,Active,NEW
,,NV02030,ไพโรจน์   ,,,,,,,N02,,,,,,Active,NEW
,,NV02031,ขายมะพร้าว   ,,,,,,,N02,,,,,,Active,NEW
,,NV01001,เฮียหยู   ,,,,,,,N03,,,,,,Active,NEW
,,NV04001,เต็กฮง,,,,,,,N04,,,,,,Active,NEW
,,NV04002,ไก่,,,,,,,N04,,,,,,Active,NEW
,,NV04003,เช็งฮวง,,,,,,,N04,,,,,,Active,NEW
,,NV04004,ถุงทอง,,,,,,,N04,,,,,,Active,NEW
,,VP16001,ICF สมุทรสาคร,,,,,,,V16,,,,,,Active,NEW
,,VP16002,ICF นครปฐม,,,,,,,V16,,,,,,Active,NEW
,,VP16003,Meet&Eat (สำนักงาน),,,,,,,V16,,,,,,Active,NEW
,,VP16004,ร้านน้ำพี่สา,,,,,,,V16,,,,,,Active,NEW
,,VP16005,ยายบางยำแซ่บ,,,,,,,V16,,,,,,Active,NEW
